video_id,question_id,question,category,correct_answer,status,error,elapsed_time,option_1,option_1_similarity,min_similarity,max_similarity,mean_similarity,std_similarity
000032,1,"Based on the visual evidence, what are the prevailing weather and lighting conditions?",Weather & Light,"Nighttime with artificial street lighting, and the presence of roadside snow suggests winter conditions with a potential for icy roads.",success,,6.668059825897217,"Nighttime with artificial lighting and snow on the roadside, but clear roads indicating no risk of ice formation.",0.40505155337004395,0.40505155337004395,0.40505155337004395,0.40505155337004395,0
000032,2,Which statement best describes the traffic environment where the accident occurred?,Traffic Environment,An urban multi-lane main road with commercial buildings and sidewalks.,success,,3.854909896850586,residential street with low traffic and single-family homes.,0,0,0,0,0
000032,3,What is the configuration of the road from the perspective of the ego vehicle?,Road Configuration,A multi-lane road with at least two lanes for traffic moving in the same direction.,success,,3.6823768615722656,single-lane road with vehicles moving in both directions.,0.2959150528230623,0.2959150528230623,0.2959150528230623,0.2959150528230623,0
000032,4,How would you classify the type of collision that occurs in the video?,Accident Type,"A T-bone (or side-impact) collision, where the front of the red SUV impacts the side of the silver sedan.",success,,4.534396648406982,"rear-end collision, where the red SUV strikes the back of the silver sedan from behind.",0.3011310122364683,0.3011310122364683,0.3011310122364683,0.3011310122364683,0
000032,5,What was the primary and most direct cause of this accident?,Accident Cause,The silver sedan executed an improper and abrupt left turn/U-turn from the far-right lane without yielding to traffic.,success,,6.291664361953735,The silver sedan initiated a left turn from the far-right lane but had already yielded to oncoming traffic.,0.5794211898070267,0.5794211898070267,0.5794211898070267,0.5794211898070267,0
000032,6,What action by the silver sedan's driver could have most effectively prevented this collision?,Accident Prevention,Refraining from making the sudden turn and instead proceeding to a proper intersection or designated area to turn safely.,success,,4.254487752914429,Maintaining a safe following distance while approaching the intersection could have reduced the severity of the impact.,0.06541639464352483,0.06541639464352483,0.06541639464352483,0.06541639464352483,0
000033,1,"Based on the video, which statement best describes the weather and lighting conditions at the time of the incident?",Weather & Light,"It is a clear, sunny day, with strong sun glare potentially affecting the drivers' vision.",success,,4.136859178543091,"It is a cloudy day with diffused lighting, reducing glare and improving visibility.",0.17632544986917226,0.17632544986917226,0.17632544986917226,0.17632544986917226,0
000033,2,Which of the following best characterizes the traffic environment shown in the video?,Traffic Environment,A busy urban expressway or elevated highway with multiple lanes of traffic.,success,,6.786616086959839,multi-lane urban road with light traffic and no visible barriers or elevated structures.,0.2348608022001335,0.2348608022001335,0.2348608022001335,0.2348608022001335,0
000033,3,What is the configuration of the road where the accident occurs?,Road Configuration,"A multi-lane, one-way highway with traffic flowing in the same direction.",success,,4.238219499588013,two-way road with traffic moving in opposite directions on separate lanes.,0.2048367235353598,0.2048367235353598,0.2048367235353598,0.2048367235353598,0
000033,4,What type of collision occurs between the cars?,Accident Type,A multi-car sideswipe/lane-change collision where the dark sedan strikes the side of the white sedan while changing lanes.,success,,5.013506174087524,rear-end collision where the white sedan strikes the dark sedan from behind after braking suddenly.,0.34926965247683583,0.34926965247683583,0.34926965247683583,0.34926965247683583,0
000033,5,What was the primary cause of this accident?,Accident Cause,"The sudden stop of the front car resulted in the dodge of the white car, thw white car hit with another car on side when avoiding",success,,4.828990459442139,The sudden stop of the front car caused the white car to collide directly with it from behind,0.4652667804839373,0.4652667804839373,0.4652667804839373,0.4652667804839373,0
000033,6,What critical action could have most effectively prevented this collision?,Accident Prevention,The driver of the light-color car ensures the target lane is clear by checking mirrors and blind spots before initiating the lane change.,success,,7.610080242156982,The driver of the light-color car checks mirrors but assumes the blind spot is clear without turning their head.,0.32830823660353403,0.32830823660353403,0.32830823660353403,0.32830823660353403,0
000042,1,"Based on the video, what were the primary weather and road surface conditions at the time of the accident?",Weather & Light,"Daytime with good visibility, but the road was covered in snow and ice, making it extremely slippery.",success,,4.828323125839233,"Daytime with clear skies, and the road was dry and free of snow or ice.",0.2843991404870051,0.2843991404870051,0.2843991404870051,0.2843991404870051,0
000042,2,Which of the following best describes the traffic environment where the collision took place?,Traffic Environment,A residential or urban street with snow piled up on the sides and cars parked along the road.,success,,5.417045593261719,city street with snow piled up on the sides and cars driving in both directions,0.47607735895657854,0.47607735895657854,0.47607735895657854,0.47607735895657854,0
000042,3,What is the configuration of the road shown in the video?,Road Configuration,"A two-way, two-lane road where lane markings are not visible due to snow cover.",success,,5.785958766937256,"one-way, two-lane road with visible lane markings despite snow cover on the shoulders",0.7814690324379754,0.7814690324379754,0.7814690324379754,0.7814690324379754,0
000042,4,How would you classify the type of collision that occurs in the video?,Accident Type,A loss-of-control accident where the ego vehicle swerved to avoid an oncoming vehicle and spun out.,success,,5.068318605422974,"loss-of-control accident due to icy road conditions, resulting in the ego vehicle spinning out without avoiding another vehicle.",0.3945945371392541,0.3945945371392541,0.3945945371392541,0.3945945371392541,0
000042,5,What was the most significant contributing factor to this accident?,Accident Cause,"An oncoming vehicle suddenly changed lanes into the ego vehicle's path, forcing a dangerous evasive maneuver on the icy road.",success,,5.28972053527832,An oncoming vehicle lost control due to icy conditions and veered into the ego vehicle's lane.,0.26742185788590755,0.26742185788590755,0.26742185788590755,0.26742185788590755,0
000042,6,Which of the following actions by the driver of the dark car would have been most effective in preventing this accident?,Accident Prevention,The oncoming vehicle should have stayed in its own lane and avoided making a sudden lane change.,success,,4.5628981590271,The driver of the dark car should have slowed down to avoid hitting the pedestrian crossing the road.,0,0,0,0,0
000062,1,"Based on the visual evidence, what are the prevailing weather and road surface conditions at the time of the incident?",Weather & Light,"Daylight with overcast skies, and the road is wet and potentially icy due to snow.",success,,4.365845680236816,"Daylight with clear skies, and the road is dry and free of snow or ice",0.2932970349068779,0.2932970349068779,0.2932970349068779,0.2932970349068779,0
